,Country Name,Country Code,Indicator Name,Indicator Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2791,Estonia,EST,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.3,0.6,0.3,0.5,0.3,0.2,0.2,0.4,0.6,0.4,0.6,0.5,0.4,,,
2792,Estonia,EST,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,2.3,1.1,0.7,0.7,0.4,0.4,0.5,0.7,0.8,0.6,0.8,0.7,0.5,,,
2793,Estonia,EST,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,5.1,3.1,1.9,1.4,0.9,0.9,1.1,1.6,1.6,1.4,1.6,1.4,0.9,,,
2796,Estonia,EST,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,2.5,1.0,0.7,0.7,0.5,0.5,0.5,0.7,1.0,0.7,1.0,0.7,0.5,,,
2797,Estonia,EST,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,5.2,3.0,2.0,1.5,0.7,1.0,1.2,1.7,1.7,1.5,1.5,1.2,1.0,,,
2798,Estonia,EST,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,,,,13.5,9.2,6.0,3.7,2.5,2.2,3.2,4.2,3.7,3.7,3.7,3.2,2.0,,,
2800,Estonia,EST,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,18.3,18.3,19.4,19.5,19.7,15.8,17.5,17.5,18.6,21.8,,,,,
2952,Finland,FIN,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,27.9,27.6,28.0,28.3,27.8,27.5,27.7,27.6,27.1,27.2,26.8,27.1,,,
2956,Finland,FIN,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,22.2,22.2,22.4,22.3,22.4,22.4,22.6,22.4,22.5,22.6,22.5,22.4,,,
2957,Finland,FIN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.2,23.0,23.0,23.3,22.9,22.6,22.5,22.7,22.3,22.2,22.0,22.4,,,
2958,Finland,FIN,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,37.4,37.2,37.3,37.6,37.2,36.9,37.0,37.1,36.7,36.6,36.4,36.7,,,
2959,Finland,FIN,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.9,4.0,3.8,3.8,3.8,3.8,3.7,3.8,3.9,3.8,3.9,3.9,,,
2960,Finland,FIN,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.4,9.5,9.3,9.2,9.3,9.3,9.2,9.3,9.4,9.3,9.4,9.4,,,
2961,Finland,FIN,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.8,13.8,13.7,13.7,13.8,13.9,13.8,13.9,14.0,14.0,14.1,14.0,,,
2962,Finland,FIN,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,17.2,17.3,17.3,17.3,17.3,17.5,17.4,17.3,17.5,17.5,17.6,17.5,,,
2963,Finland,FIN,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2964,Finland,FIN,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2965,Finland,FIN,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2966,Finland,FIN,"Population, total",SP.POP.TOTL,4690574.0,4711440.0,4725664.0,4738902.0,4752528.0,4764690.0,4779535.0,4799964.0,4826933.0,4855787.0,4881803.0,4902206.0,4918154.0,4932123.0,4946481.0,4964371.0,4986431.0,5013740.0,5041992.0,5066447.0,5088333.0,5107790.0,5124573.0,5139835.0,5153498.0,5165474.0,5176209.0,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5511303.0,
2967,Finland,FIN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2968,Finland,FIN,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2969,Finland,FIN,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,,,
2972,Finland,FIN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2973,Finland,FIN,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2974,Finland,FIN,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,,,
2996,France,FRA,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,30.6,29.8,29.7,32.4,33.0,32.7,33.7,33.3,33.1,32.5,32.3,32.7,,,
3000,France,FRA,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,22.4,22.5,22.7,21.9,21.9,22.1,21.8,21.9,21.8,21.8,22.0,21.7,,,
3001,France,FRA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,24.5,23.9,23.5,26.2,26.7,26.1,27.1,26.9,26.8,26.4,26.1,26.6,,,
3002,France,FRA,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,39.2,38.5,38.3,40.9,41.2,40.7,41.8,41.4,41.3,40.9,40.6,40.9,,,
3003,France,FRA,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.5,3.5,3.4,3.3,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.1,,,
3004,France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.4,8.6,8.5,8.1,7.9,7.7,7.7,7.8,7.9,8.0,8.0,7.9,,,
3005,France,FRA,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,12.9,13.2,13.2,12.7,12.6,12.7,12.4,12.5,12.6,12.7,12.7,12.8,,,
3006,France,FRA,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,17.0,17.2,17.3,16.5,16.5,16.7,16.3,16.4,16.5,16.6,16.7,16.7,,,
3007,France,FRA,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3008,France,FRA,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,,,
3009,France,FRA,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.1,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.2,0.2,,,
3010,France,FRA,"Population, total",SP.POP.TOTL,53882416.0,54252574.0,54541493.0,54764462.0,54947975.0,55130594.0,55340782.0,55585824.0,55858727.0,56156284.0,56470769.0,56795686.0,57132691.0,57482591.0,57836486.0,58182702.0,58512808.0,58559311.0,58851217.0,59106768.0,59327192.0,59541899.0,59753100.0,59964851.0,60186288.0,60496718.0,60912500.0,61357430.0,61805267.0,62244886.0,62704895.0,63179351.0,63621381.0,64016227.0,64374989.0,64707044.0,65027507.0,65342775.0,65659789.0,65998660.0,66316092.0,66593366.0,66859768.0,67118648.0,
3011,France,FRA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3012,France,FRA,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,
3013,France,FRA,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.2,,,
3016,France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3017,France,FRA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,,,
3018,France,FRA,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,
3054,Gabon,GAB,"Population, total",SP.POP.TOTL,636696.0,649716.0,663770.0,678774.0,694732.0,711533.0,729159.0,747587.0,766855.0,787013.0,808083.0,830085.0,853027.0,876863.0,901458.0,926622.0,952212.0,978223.0,1004676.0,1031504.0,1058663.0,1086137.0,1113994.0,1142324.0,1171224.0,1200773.0,1231122.0,1262259.0,1294409.0,1328146.0,1364205.0,1403126.0,1444844.0,1489193.0,1536411.0,1586754.0,1640210.0,1697101.0,1756817.0,1817271.0,1875713.0,1930175.0,1979786.0,2025137.0,
3172,Germany,DEU,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,29.2,,,29.2,29.0,,,28.3,,28.8,30.3,30.0,30.3,30.4,32.3,31.3,31.3,31.2,30.5,30.2,30.5,,31.1,,31.7,,,
3176,Germany,DEU,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,23.0,,,22.8,22.7,,,23.0,,22.7,22.4,22.5,22.2,22.4,22.0,22.3,22.1,22.3,22.6,22.6,22.4,,22.5,,22.6,,,
3177,Germany,DEU,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,22.9,,,23.1,23.0,,,22.3,,23.0,24.2,23.9,24.3,24.2,25.7,24.9,25.2,25.0,24.1,24.0,24.3,,24.6,,24.8,,,
3178,Germany,DEU,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,38.0,,,37.8,37.7,,,37.2,,37.7,39.1,38.7,39.1,39.1,40.7,39.8,39.9,39.7,39.0,38.8,39.1,,39.5,,39.7,,,
3179,Germany,DEU,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,3.7,,,3.4,3.4,,,3.6,,3.5,3.5,3.4,3.4,3.4,3.2,3.4,3.4,3.3,3.3,3.4,3.5,,3.3,,3.1,,,
3180,Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,8.8,,,8.5,8.6,,,8.9,,8.8,8.6,8.6,8.5,8.5,8.1,8.3,8.3,8.4,8.3,8.4,8.5,,8.2,,7.8,,,
3181,Germany,DEU,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,13.1,,,13.4,13.5,,,13.5,,13.4,13.0,13.1,13.2,13.1,12.6,12.8,12.9,12.9,13.1,13.1,13.0,,12.9,,12.9,,,
3182,Germany,DEU,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,17.2,,,17.5,17.5,,,17.4,,17.4,16.9,17.0,17.0,16.9,16.6,16.7,16.8,16.8,17.0,17.1,17.0,,17.0,,17.0,,,
3183,Germany,DEU,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,0.0,,,0.1,0.2,,,0.0,,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
3184,Germany,DEU,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,0.0,,,0.1,0.2,,,0.2,,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,,0.0,,0.0,,,
3185,Germany,DEU,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,0.2,,,0.4,0.4,,,0.2,,0.2,0.2,1.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,,0.2,,0.2,,,
3186,Germany,DEU,"Population, total",SP.POP.TOTL,78967433.0,78673554.0,78336950.0,78159814.0,78091820.0,78126350.0,78288576.0,78407907.0,78333366.0,78128282.0,77858685.0,77684873.0,77720436.0,77839920.0,78144619.0,78751283.0,79433029.0,80013896.0,80624598.0,81156363.0,81438348.0,81678051.0,81914831.0,82034771.0,82047195.0,82100243.0,82211508.0,82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82695000.0,
3187,Germany,DEU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,0.0,,,0.1,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
3188,Germany,DEU,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,0.0,,,0.1,0.2,,,0.0,,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,,0.0,,,
3189,Germany,DEU,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,0.1,,,0.3,0.3,,,0.1,,0.1,0.1,0.3,0.2,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,,0.0,,0.1,,,
3192,Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,0.0,,,0.2,0.2,,,0.0,,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
3193,Germany,DEU,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,0.0,,,0.2,0.2,,,0.2,,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,,0.0,,0.0,,,
3194,Germany,DEU,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,0.2,,,0.5,0.5,,,0.2,,0.2,0.2,1.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,,0.2,,0.2,,,
3260,Greece,GRC,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,33.6,34.6,35.1,34.0,33.6,33.6,34.1,34.8,36.2,36.1,35.8,36.0,,,
3264,Greece,GRC,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,23.0,22.8,22.7,22.6,22.5,22.5,22.9,23.3,23.2,23.2,23.3,23.5,,,
3265,Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,25.5,26.3,26.7,26.0,26.0,26.0,25.6,25.6,26.6,26.4,26.1,26.2,,,
3266,Greece,GRC,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,40.7,41.7,42.0,41.1,40.9,40.9,41.0,41.0,42.1,42.1,41.8,41.8,,,
3267,Greece,GRC,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.6,2.6,2.5,2.6,2.7,2.6,2.4,2.0,1.9,2.0,2.0,1.9,,,
3268,Greece,GRC,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.1,6.9,6.7,7.0,7.1,7.0,6.7,6.1,5.8,5.9,5.9,5.9,,,
3269,Greece,GRC,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,12.3,12.0,11.9,12.3,12.5,12.5,12.3,12.2,11.7,11.8,11.9,11.8,,,
3270,Greece,GRC,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,16.9,16.7,16.7,17.0,16.9,17.1,17.1,17.3,17.2,16.9,17.0,17.0,,,
3271,Greece,GRC,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,,,
3272,Greece,GRC,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,,,
3273,Greece,GRC,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.5,0.7,0.8,0.8,0.7,,,
3274,Greece,GRC,"Population, total",SP.POP.TOTL,8962022.0,9046541.0,9188150.0,9308479.0,9429959.0,9548258.0,9642505.0,9729350.0,9789513.0,9846627.0,9895801.0,9934300.0,9967213.0,10000595.0,10036983.0,10089498.0,10196792.0,10319927.0,10399061.0,10460415.0,10512922.0,10562153.0,10608800.0,10661259.0,10720509.0,10761698.0,10805808.0,10862132.0,10902022.0,10928070.0,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10760421.0,
3275,Greece,GRC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.5,0.2,0.3,0.4,0.2,0.5,0.7,0.8,0.6,0.3,0.8,0.8,,,
3276,Greece,GRC,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7,0.3,0.5,0.5,0.3,0.6,0.9,1.2,1.3,0.9,1.4,1.3,,,
3277,Greece,GRC,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0.6,0.8,0.7,0.5,0.7,1.3,2.0,2.6,2.5,2.8,2.8,,,
3280,Greece,GRC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.7,0.2,0.5,0.5,0.5,0.5,1.0,1.2,1.5,1.0,1.5,1.5,,,
3281,Greece,GRC,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.0,0.5,1.0,0.7,0.5,0.7,1.2,2.0,3.0,2.7,3.0,2.7,,,
3282,Greece,GRC,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.7,1.5,2.0,1.7,1.2,1.5,2.2,4.7,6.2,7.0,7.0,6.7,,,
3450,Guyana,GUY,"Population, total",SP.POP.TOTL,737847.0,745841.0,754101.0,762424.0,770125.0,776254.0,780153.0,781732.0,781246.0,778948.0,775219.0,770435.0,764459.0,757506.0,750731.0,745665.0,743309.0,744289.0,748134.0,753484.0,758342.0,761291.0,761861.0,760510.0,757952.0,755278.0,753301.0,752263.0,751884.0,751857.0,751652.0,750946.0,749601.0,747869.0,746314.0,745693.0,746556.0,749100.0,753091.0,758081.0,763393.0,768514.0,773303.0,777859.0,
3494,Haiti,HTI,"Population, total",SP.POP.TOTL,5047944.0,5140357.0,5238245.0,5341419.0,5450549.0,5566266.0,5688836.0,5818671.0,5955267.0,6096692.0,6240329.0,6384195.0,6527543.0,6670568.0,6813348.0,6956300.0,7099732.0,7243391.0,7386975.0,7530705.0,7674911.0,7819806.0,7965553.0,8111951.0,8258483.0,8404398.0,8549200.0,8692567.0,8834733.0,8976552.0,9119178.0,9263404.0,9409457.0,9556889.0,9705029.0,9852870.0,9999617.0,10145054.0,10289210.0,10431776.0,10572466.0,10711061.0,10847334.0,10981229.0,
3504,Haiti,HTI,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,59.6,,,,,,,,,,,,,48.0,77.0,,,,,,,,,,,58.5,,,,,,
3511,Haiti,HTI,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,72.8,,,,,,,,,,,,,55.5,88.0,,,,,,,,,,,74.9,,,,,,
3519,Haiti,HTI,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,43.4,,,,,,,,,,,,,34.3,45.0,,,,,,,,,,,40.6,,,,,,
3612,Iceland,ISL,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,28.0,29.0,30.2,29.5,31.8,28.7,26.2,26.8,26.8,25.4,27.8,,,,
3616,Iceland,ISL,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,21.8,21.6,21.5,21.7,21.2,21.8,22.1,22.4,22.3,22.5,21.9,,,,
3617,Iceland,ISL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,23.7,24.3,25.4,24.8,27.0,24.0,22.0,22.1,22.1,21.3,23.5,,,,
3618,Iceland,ISL,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,37.7,38.5,39.5,38.9,40.8,38.1,36.0,36.2,36.3,35.3,37.3,,,,
3619,Iceland,ISL,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.8,3.7,3.6,3.7,3.6,3.7,3.9,3.7,3.8,4.1,3.9,,,,
3620,Iceland,ISL,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.4,9.2,8.9,9.1,8.6,9.1,9.5,9.3,9.3,9.9,9.4,,,,
3621,Iceland,ISL,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,14.0,13.6,13.4,13.6,12.9,13.8,14.4,14.1,14.2,14.4,13.8,,,,
3622,Iceland,ISL,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,17.2,17.1,16.7,16.8,16.4,17.3,17.9,18.0,17.8,17.9,17.6,,,,
3623,Iceland,ISL,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3624,Iceland,ISL,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3625,Iceland,ISL,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
3626,Iceland,ISL,"Population, total",SP.POP.TOTL,215209.0,217979.0,220154.0,221799.0,223537.0,225735.0,228138.0,230755.0,233860.0,236977.0,239511.0,241405.0,243180.0,245859.0,249740.0,252852.0,254826.0,257797.0,261057.0,263725.0,266021.0,267468.0,268916.0,271128.0,274047.0,277381.0,281205.0,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,341284.0,
