id,Birth City,Birth State,Year Start,Latitude (generated),Longitude (generated),Birth County
0,Sheridan,Wyoming,1952,44.7948,-106.8223,Sheridan
1,Cheyenne,Wyoming,2010,41.14,-104.8202,Laramie
2,Cheyenne,Wyoming,,41.14,-104.8202,Laramie
3,Casper,Wyoming,1950,42.8666,-106.3131,Natrona
4,Afton,Wyoming,1950,42.725,-110.9318,Lincoln
5,Wauwatosa,Wisconsin,2012,43.0494,-88.0079,Milwaukee
6,Wausau,Wisconsin,1973,44.9596,-89.6298,Marathon
7,Valders,Wisconsin,,44.0661,-87.8843,Manitowoc
8,Superior,Wisconsin,1950,46.7208,-92.1041,Douglas
9,Sheboygan,Wisconsin,2016,43.7508,-87.7145,Sheboygan
10,Rice Lake,Wisconsin,2017,45.5028,-91.7332,Barron
11,Randolph,Wisconsin,2012,43.5392,-89.0068,Dodge
12,Racine,Wisconsin,2006,42.7261,-87.7825,Racine
13,Racine,Wisconsin,2003,42.7261,-87.7825,Racine
14,Racine,Wisconsin,1995,42.7261,-87.7825,Racine
15,Racine,Wisconsin,1973,42.7261,-87.7825,Racine
16,Racine,Wisconsin,1947,42.7261,-87.7825,Racine
17,Phillips,Wisconsin,1956,45.691,-90.3978,Price
18,Neenah,Wisconsin,1981,44.1858,-88.4626,Winnebago
19,Monroe,Wisconsin,1960,42.6018,-89.6392,Green
20,Milwaukee,Wisconsin,2017,43.0115,-87.9735,Milwaukee
21,Milwaukee,Wisconsin,2016,43.0115,-87.9735,Milwaukee
22,Milwaukee,Wisconsin,2014,43.0115,-87.9735,Milwaukee
23,Milwaukee,Wisconsin,2010,43.0115,-87.9735,Milwaukee
24,Milwaukee,Wisconsin,2008,43.0115,-87.9735,Milwaukee
25,Milwaukee,Wisconsin,2005,43.0115,-87.9735,Milwaukee
26,Milwaukee,Wisconsin,2003,43.0115,-87.9735,Milwaukee
27,Milwaukee,Wisconsin,2001,43.0115,-87.9735,Milwaukee
28,Milwaukee,Wisconsin,2000,43.0115,-87.9735,Milwaukee
29,Milwaukee,Wisconsin,1993,43.0115,-87.9735,Milwaukee
30,Milwaukee,Wisconsin,1992,43.0115,-87.9735,Milwaukee
31,Milwaukee,Wisconsin,1986,43.0115,-87.9735,Milwaukee
32,Milwaukee,Wisconsin,1982,43.0115,-87.9735,Milwaukee
33,Milwaukee,Wisconsin,1981,43.0115,-87.9735,Milwaukee
34,Milwaukee,Wisconsin,1972,43.0115,-87.9735,Milwaukee
35,Milwaukee,Wisconsin,1964,43.0115,-87.9735,Milwaukee
36,Madison,Wisconsin,2014,43.0748,-89.3838,Dane
37,Madison,Wisconsin,2004,43.0748,-89.3838,Dane
38,Madison,Wisconsin,1976,43.0748,-89.3838,Dane
39,Lacrosse,Wisconsin,1972,43.8014,-91.2396,La Crosse
40,Kohler,Wisconsin,1988,43.7392,-87.7818,Sheboygan
41,Kenosha,Wisconsin,1950,42.5847,-87.8212,Kenosha
42,Janesville,Wisconsin,2009,42.7152,-88.9908,Rock
43,Green Bay,Wisconsin,1993,44.5299,-88.0248,Brown
44,Fond du Lac,Wisconsin,2006,43.7749,-88.4458,Fond du Lac
45,Eau Claire,Wisconsin,1983,44.8113,-91.4985,Eau Claire
46,Wheeling,West Virginia,1997,40.064,-80.7209,Ohio
47,Weirton,West Virginia,1969,40.419,-80.5895,Hancock
48,Weirton,West Virginia,,40.419,-80.5895,Hancock
49,Princeton,West Virginia,1964,37.3663,-81.1026,Mercer
50,Parkersburg,West Virginia,2006,39.2667,-81.5615,Wood
51,Parkersburg,West Virginia,,39.2667,-81.5615,Wood
52,Oak Hill,West Virginia,1985,37.9723,-81.1487,Fayette
53,Mullens,West Virginia,1976,37.5833,-81.3805,Wyoming
54,Mullens,West Virginia,1974,37.5833,-81.3805,Wyoming
55,Huntington,West Virginia,1950,38.4192,-82.4452,Cabell
56,Huntington,West Virginia,,38.4192,-82.4452,Cabell
57,Clarksburg,West Virginia,1991,39.2806,-80.3445,Harrison
58,Chelyan,West Virginia,,38.195381,-81.4909497,Kanawha
59,Charlestown,West Virginia,1969,39.2892,-77.8596,Jefferson
60,Charleston,West Virginia,1953,38.3506,-81.6333,Kanawha
61,Charleston,West Virginia,1952,38.3506,-81.6333,Kanawha
62,Charleston,West Virginia,,38.3506,-81.6333,Kanawha
63,Berkley,West Virginia,1976,39.6269902,-78.2271957,Morgan
64,Beckley,West Virginia,2003,37.7782,-81.1882,Raleigh
65,Tacoma,Washington,2015,47.2496,-122.4399,Pierce
66,Tacoma,Washington,2011,47.2496,-122.4399,Pierce
67,Tacoma,Washington,1996,47.2496,-122.4399,Pierce
68,Tacoma,Washington,1982,47.2496,-122.4399,Pierce
69,Tacoma,Washington,1969,47.2496,-122.4399,Pierce
70,Stevenson,Washington,1994,45.6954,-121.8847,Skamania
71,Spokane,Washington,2015,47.6589,-117.4247,Spokane
72,Spokane,Washington,1989,47.6589,-117.4247,Spokane
73,Spokane,Washington,1980,47.6589,-117.4247,Spokane
74,Spokane,Washington,,47.6589,-117.4247,Spokane
75,Snohomish,Washington,2010,47.918,-122.09,Snohomish
76,Seattle,Washington,2017,47.6038,-122.3301,King
77,Seattle,Washington,2014,47.6038,-122.3301,King
78,Seattle,Washington,2013,47.6038,-122.3301,King
79,Seattle,Washington,2010,47.6038,-122.3301,King
80,Seattle,Washington,2008,47.6038,-122.3301,King
81,Seattle,Washington,2007,47.6038,-122.3301,King
82,Seattle,Washington,2006,47.6038,-122.3301,King
83,Seattle,Washington,2001,47.6038,-122.3301,King
84,Seattle,Washington,2000,47.6038,-122.3301,King
85,Seattle,Washington,1993,47.6038,-122.3301,King
86,Seattle,Washington,1988,47.6038,-122.3301,King
87,Seattle,Washington,1985,47.6038,-122.3301,King
88,Seattle,Washington,1980,47.6038,-122.3301,King
89,Seattle,Washington,1978,47.6038,-122.3301,King
90,Seattle,Washington,1975,47.6038,-122.3301,King
91,Seattle,Washington,1971,47.6038,-122.3301,King
92,Seattle,Washington,1968,47.6038,-122.3301,King
93,Seattle,Washington,,47.6038,-122.3301,King
94,Richland,Washington,1996,46.2778,-119.2769,Benton
95,Renton,Washington,2015,47.4799,-122.2034,King
96,Pullman,Washington,1990,46.7304,-117.1739,Whitman
97,Mount Vernon,Washington,1997,48.42,-122.3264,Skagit
98,Moses Lake,Washington,1983,47.1301,-119.2781,Grant
99,Everett,Washington,1989,47.9673,-122.2014,Snohomish
100,Elma,Washington,1975,47.0034,-123.4088,Grays Harbor
101,Ellensburg,Washington,1968,46.9971,-120.5451,Kittitas
102,Chelan,Washington,2015,47.841,-120.0165,Chelan
103,Bremerton,Washington,1988,47.5312,-122.734,Kitsap
104,Bellingham,Washington,1974,48.7544,-122.4789,Whatcom
105,Battle Ground,Washington,2004,45.7814,-122.5337,Clark
106,Auburn,Washington,1986,47.3075,-122.2302,King
107,Aberdeen,Washington,1969,46.9754,-123.8157,Grays Harbor
108,Woodbridge,Virginia,2013,38.6582,-77.2497,Prince William
109,Waynesboro,Virginia,1996,38.0677,-78.8902,Waynesboro City
110,Waynesboro,Virginia,1968,38.0677,-78.8902,Waynesboro City
111,Waynesboro,Virginia,,38.0677,-78.8902,Waynesboro City
112,Warrenton,Virginia,2015,38.7135,-77.7954,Fauquier
113,Virginia Beach,Virginia,1983,36.853,-75.9774,Virginia Beach City
114,Sussex,Virginia,1991,36.9058167,-77.2405153,Sussex
115,Suffolk,Virginia,1981,36.7282,-76.5836,Suffolk City
116,South Boston,Virginia,1988,36.6987,-78.9014,Halifax
117,Sharps,Virginia,2000,37.8240267,-76.7007912,Richmond
118,Roanoke,Virginia,2014,37.271,-79.9414,Roanoke City
119,Roanoke,Virginia,1994,37.271,-79.9414,Roanoke City
120,Roanoke,Virginia,1975,37.271,-79.9414,Roanoke City
121,Richmond,Virginia,2012,37.5385,-77.4343,Richmond City
122,Richmond,Virginia,1993,37.5385,-77.4343,Richmond City
123,Richmond,Virginia,1983,37.5385,-77.4343,Richmond City
124,Richmond,Virginia,1980,37.5385,-77.4343,Richmond City
125,Richmond,Virginia,1978,37.5385,-77.4343,Richmond City
126,Richmond,Virginia,1975,37.5385,-77.4343,Richmond City
127,Richmond,Virginia,1974,37.5385,-77.4343,Richmond City
128,Richmond,Virginia,1970,37.5385,-77.4343,Richmond City
129,Portsmouth,Virginia,2017,36.8354,-76.2983,Portsmouth City
130,Portsmouth,Virginia,2012,36.8354,-76.2983,Portsmouth City
131,Portsmouth,Virginia,1979,36.8354,-76.2983,Portsmouth City
132,Petersburg,Virginia,1984,37.2279,-77.4019,Petersburg City
133,Petersburg,Virginia,,37.2279,-77.4019,Petersburg City
134,Norfolk,Virginia,1981,36.8465,-76.2916,Norfolk City
135,Norfolk,Virginia,1978,36.8465,-76.2916,Norfolk City
136,Newport News,Virginia,1985,37.0168,-76.4505,Newport News City
137,Nansemond County,Virginia,1992,36.7670936,-76.5307823,Suffolk City
138,Montross,Virginia,2016,38.0951,-76.8275,Westmoreland
139,Keokee,Virginia,1959,36.859,-82.9041,Lee
140,Henrico Valley,Virginia,2013,37.5059332,-77.3324425,Henrico
141,Harrisonburg,Virginia,1987,38.4493,-78.8689,Harrisonburg City
142,Harrisonburg,Virginia,,38.4493,-78.8689,Harrisonburg City
143,Hampton,Virginia,,37.0301,-76.3452,Hampton City
144,Greenville County,Virginia,1963,36.6056886,-77.6077865,Greensville
145,Greenville County,Virginia,1962,36.6056886,-77.6077865,Greensville
146,Fredericksburg,Virginia,1995,38.2968,-77.4834,Fredericksburg City
147,Fredericksburg,Virginia,,38.2968,-77.4834,Fredericksburg City
148,Fairfax,Virginia,2015,38.8462,-77.3064,Fairfax City
149,Fairfax,Virginia,2013,38.8462,-77.3064,Fairfax City
150,Emporia,Virginia,1993,36.686,-77.5425,Emporia City
151,Dumfries,Virginia,2013,38.5676,-77.328,Prince William
152,Danville,Virginia,1990,36.586,-79.395,Danville City
153,Danville,Virginia,1987,36.586,-79.395,Danville City
154,Culpepper,Virginia,1993,38.4729632,-77.9962512,Culpeper
155,Covington,Virginia,1991,37.7935,-79.9939,Covington City
156,Clarksville,Virginia,1985,36.624,-78.5569,Mecklenburg
157,Chesapeake,Virginia,2016,36.7184,-76.2467,Chesapeake City
158,Chesapeake,Virginia,2013,36.7184,-76.2467,Chesapeake City
159,Chesapeake,Virginia,1989,36.7184,-76.2467,Chesapeake City
160,Chesapeake,Virginia,,36.7184,-76.2467,Chesapeake City
161,Amherst,Virginia,1968,37.5851,-79.0514,Amherst
162,Amelia,Virginia,1979,37.3212714,-77.973865,Amelia
163,Alexandria,Virginia,2012,38.8051,-77.047,Alexandria City
164,Alexandria,Virginia,2004,38.8051,-77.047,Alexandria City
165,Alexandria,Virginia,1985,38.8051,-77.047,Alexandria City
166,Salt Lake City,Utah,2008,40.767,-111.8904,Salt Lake
167,Salt Lake City,Utah,2004,40.767,-111.8904,Salt Lake
168,Salt Lake City,Utah,1997,40.767,-111.8904,Salt Lake
169,Salt Lake City,Utah,1994,40.767,-111.8904,Salt Lake
170,Salt Lake City,Utah,1984,40.767,-111.8904,Salt Lake
171,Salt Lake City,Utah,1982,40.767,-111.8904,Salt Lake
172,Salt Lake City,Utah,1979,40.767,-111.8904,Salt Lake
173,Salt Lake City,Utah,1949,40.767,-111.8904,Salt Lake
174,Salt Lake City,Utah,1947,40.767,-111.8904,Salt Lake
175,Salt Lake City,Utah,,40.767,-111.8904,Salt Lake
176,Provo,Utah,2004,40.2338,-111.6585,Utah
177,Provo,Utah,1985,40.2338,-111.6585,Utah
178,Provo,Utah,1984,40.2338,-111.6585,Utah
179,Provo,Utah,1949,40.2338,-111.6585,Utah
180,Ogden,Utah,1984,41.223,-111.9738,Weber
181,Ogden,Utah,1982,41.223,-111.9738,Weber
182,Murray,Utah,1998,40.6668,-111.8884,Salt Lake
183,Wichita Falls,Texas,1992,33.9137,-98.4934,Wichita
184,Webster,Texas,2016,29.5377,-95.1183,Harris
185,Waxahachie,Texas,2001,32.3865,-96.8483,Ellis
186,Tyler,Texas,2013,32.3513,-95.3011,Smith
187,Tyler,Texas,1982,32.3513,-95.3011,Smith
188,Texas City,Texas,1965,29.3838,-94.9027,Galveston
189,Temple,Texas,1999,31.0982,-97.3428,Bell
190,San Marcos,Texas,1965,29.8826,-97.9406,Hays
191,San Antonio,Texas,2017,29.4246,-98.4951,Bexar
192,San Antonio,Texas,2016,29.4246,-98.4951,Bexar
193,San Antonio,Texas,2012,29.4246,-98.4951,Bexar
194,San Antonio,Texas,2000,29.4246,-98.4951,Bexar
195,San Antonio,Texas,1999,29.4246,-98.4951,Bexar
196,San Antonio,Texas,1994,29.4246,-98.4951,Bexar
197,San Angelo,Texas,1963,31.4648,-100.4398,Tom Green
198,Rosenberg,Texas,2011,29.5572,-95.8086,Fort Bend
199,Port Arthur,Texas,1980,29.8988,-93.9288,Jefferson
200,Nederland,Texas,2004,29.9744,-93.9924,Jefferson
201,Nacogdoches,Texas,1950,31.5971,-94.5927,Nacogdoches
202,Missouri City,Texas,2007,29.6186,-95.5377,Fort Bend
203,Lubbock,Texas,2001,33.5779,-101.8552,Lubbock
204,Lubbock,Texas,1984,33.5779,-101.8552,Lubbock
205,Longview,Texas,1998,32.5007,-94.7405,Gregg
206,Houston,Texas,2017,29.7589,-95.3677,Harris
207,Houston,Texas,2016,29.7589,-95.3677,Harris
208,Houston,Texas,2015,29.7589,-95.3677,Harris
209,Houston,Texas,2014,29.7589,-95.3677,Harris
210,Houston,Texas,2012,29.7589,-95.3677,Harris
211,Houston,Texas,2011,29.7589,-95.3677,Harris
212,Houston,Texas,2009,29.7589,-95.3677,Harris
213,Houston,Texas,2008,29.7589,-95.3677,Harris
214,Houston,Texas,2007,29.7589,-95.3677,Harris
215,Houston,Texas,2006,29.7589,-95.3677,Harris
216,Houston,Texas,2005,29.7589,-95.3677,Harris
217,Houston,Texas,2000,29.7589,-95.3677,Harris
218,Houston,Texas,1995,29.7589,-95.3677,Harris
219,Houston,Texas,1988,29.7589,-95.3677,Harris
220,Houston,Texas,1985,29.7589,-95.3677,Harris
221,Houston,Texas,1984,29.7589,-95.3677,Harris
222,Houston,Texas,1982,29.7589,-95.3677,Harris
223,Houston,Texas,1974,29.7589,-95.3677,Harris
224,Houston,Texas,1973,29.7589,-95.3677,Harris
225,Houston,Texas,1971,29.7589,-95.3677,Harris
226,Houston,Texas,1968,29.7589,-95.3677,Harris
227,Houston,Texas,1965,29.7589,-95.3677,Harris
228,Houston,Texas,,29.7589,-95.3677,Harris
229,Hillsboro,Texas,2008,32.011,-97.13,Hill
230,Hillister,Texas,,30.6677,-94.3813,Tyler
231,Herleton,Texas,1971,32.6765306,-94.5746473,Harrison
232,Harlingen,Texas,1977,26.1906,-97.6961,Cameron
233,Garland,Texas,1990,32.9126,-96.6389,Dallas
234,Galveston,Texas,1999,29.2993,-94.7946,Galveston
235,Galveston,Texas,,29.2993,-94.7946,Galveston
236,Friendswood,Texas,2006,29.5294,-95.201,Galveston
237,Fort Worth,Texas,2008,32.7532,-97.3327,Tarrant
238,Fort Worth,Texas,1993,32.7532,-97.3327,Tarrant
239,Fort Worth,Texas,1970,32.7532,-97.3327,Tarrant
240,Fort Worth,Texas,1967,32.7532,-97.3327,Tarrant
241,Fort Worth,Texas,1949,32.7532,-97.3327,Tarrant
242,Floydada,Texas,1949,33.9845,-101.3377,Floyd
243,Flower Mound,Texas,2015,33.0146,-97.097,Denton
244,Falls County,Texas,1990,31.1636412,-97.0068393,Falls
245,El Paso,Texas,1997,31.8064,-106.2221,El Paso
246,El Mina,Texas,,30.5596441,-95.4754981,Walker
247,Edge,Texas,1950,30.8899124,-96.2946839,Brazos
248,Denton,Texas,1997,33.215,-97.1331,Denton
249,Denton,Texas,1996,33.215,-97.1331,Denton
250,Del Rio,Texas,1991,29.3627,-100.8968,Val Verde
251,Dallas,Texas,2016,32.7763,-96.7969,Dallas
252,Dallas,Texas,2015,32.7763,-96.7969,Dallas
253,Dallas,Texas,2014,32.7763,-96.7969,Dallas
254,Dallas,Texas,2012,32.7763,-96.7969,Dallas
255,Dallas,Texas,2011,32.7763,-96.7969,Dallas
256,Dallas,Texas,2010,32.7763,-96.7969,Dallas
257,Dallas,Texas,2009,32.7763,-96.7969,Dallas
258,Dallas,Texas,2008,32.7763,-96.7969,Dallas
259,Dallas,Texas,2007,32.7763,-96.7969,Dallas
260,Dallas,Texas,2005,32.7763,-96.7969,Dallas
261,Dallas,Texas,2004,32.7763,-96.7969,Dallas
262,Dallas,Texas,2002,32.7763,-96.7969,Dallas
263,Dallas,Texas,1998,32.7763,-96.7969,Dallas
264,Dallas,Texas,1996,32.7763,-96.7969,Dallas
265,Dallas,Texas,1995,32.7763,-96.7969,Dallas
266,Dallas,Texas,1994,32.7763,-96.7969,Dallas
267,Dallas,Texas,1993,32.7763,-96.7969,Dallas
268,Dallas,Texas,1986,32.7763,-96.7969,Dallas
269,Dallas,Texas,1983,32.7763,-96.7969,Dallas
270,Dallas,Texas,1982,32.7763,-96.7969,Dallas
271,Dallas,Texas,1981,32.7763,-96.7969,Dallas
272,Dallas,Texas,1977,32.7763,-96.7969,Dallas
273,Dallas,Texas,1966,32.7763,-96.7969,Dallas
274,Dallas,Texas,1957,32.7763,-96.7969,Dallas
275,Dallas,Texas,1949,32.7763,-96.7969,Dallas
276,Crockett,Texas,2009,31.318,-95.4576,Houston
277,Corsicana,Texas,2011,32.0913,-96.4647,Navarro
278,Corsicana,Texas,2003,32.0913,-96.4647,Navarro
279,Corpus Christi,Texas,1973,27.8003,-97.3956,Nueces
280,Corpus Christi,Texas,,27.8003,-97.3956,Nueces
281,Broaddus,Texas,1983,31.3069,-94.2691,San Augustine
282,Bonham,Texas,1968,33.5773,-96.1783,Fannin
283,Bedford,Texas,2016,32.844,-97.1431,Tarrant
284,Beaumont,Texas,1985,30.086,-94.1018,Jefferson
285,Beaumont,Texas,1954,30.086,-94.1018,Jefferson
286,Beaumont,Texas,,30.086,-94.1018,Jefferson
287,Austin,Texas,1964,30.2711,-97.7437,Travis
288,Arlington,Texas,2014,32.7356,-97.1071,Tarrant
289,Albany,Texas,1947,32.7235,-99.2973,Shackelford
290,Abilene,Texas,,32.4465,-99.7333,Taylor
291,Somerville,Tennessee,1984,35.2437,-89.3501,Fayette
292,Smyrna,Tennessee,1984,35.9828,-86.5186,Rutherford
293,Portland,Tennessee,2008,36.5817,-86.5164,Sumner
294,Parsons,Tennessee,1981,35.6498,-88.1267,Decatur
295,Oak Ridge,Tennessee,1979,36.0104,-84.2696,Anderson
296,Nashville,Tennessee,2013,36.1622,-86.7744,Davidson
297,Nashville,Tennessee,2005,36.1622,-86.7744,Davidson
298,Nashville,Tennessee,1999,36.1622,-86.7744,Davidson
299,Nashville,Tennessee,1998,36.1622,-86.7744,Davidson
300,Nashville,Tennessee,1995,36.1622,-86.7744,Davidson
301,Nashville,Tennessee,1975,36.1622,-86.7744,Davidson
302,Nashville,Tennessee,1972,36.1622,-86.7744,Davidson
303,Nashville,Tennessee,1967,36.1622,-86.7744,Davidson
304,Nashville,Tennessee,1965,36.1622,-86.7744,Davidson
305,Nashville,Tennessee,,36.1622,-86.7744,Davidson
306,Mt. Juliet,Tennessee,1950,36.200055,-86.5186054,Wilson
307,Millington,Tennessee,1989,35.3415,-89.8973,Shelby
308,Middleton,Tennessee,,35.0645,-88.8909,Hardeman
309,Memphis,Tennessee,2016,35.149,-90.0516,Shelby
310,Memphis,Tennessee,2015,35.149,-90.0516,Shelby
311,Memphis,Tennessee,2014,35.149,-90.0516,Shelby
312,Memphis,Tennessee,2012,35.149,-90.0516,Shelby
313,Memphis,Tennessee,2010,35.149,-90.0516,Shelby
314,Memphis,Tennessee,2007,35.149,-90.0516,Shelby
315,Memphis,Tennessee,2005,35.149,-90.0516,Shelby
316,Memphis,Tennessee,2003,35.149,-90.0516,Shelby
317,Memphis,Tennessee,1998,35.149,-90.0516,Shelby
318,Memphis,Tennessee,1997,35.149,-90.0516,Shelby
319,Memphis,Tennessee,1996,35.149,-90.0516,Shelby
320,Memphis,Tennessee,1994,35.149,-90.0516,Shelby
321,Memphis,Tennessee,1992,35.149,-90.0516,Shelby
322,Memphis,Tennessee,1988,35.149,-90.0516,Shelby
323,Memphis,Tennessee,1987,35.149,-90.0516,Shelby
324,Memphis,Tennessee,1985,35.149,-90.0516,Shelby
325,Memphis,Tennessee,1984,35.149,-90.0516,Shelby
326,Memphis,Tennessee,1983,35.149,-90.0516,Shelby
327,Memphis,Tennessee,1982,35.149,-90.0516,Shelby
328,Memphis,Tennessee,1979,35.149,-90.0516,Shelby
329,Memphis,Tennessee,1972,35.149,-90.0516,Shelby
330,Memphis,Tennessee,1970,35.149,-90.0516,Shelby
331,Memphis,Tennessee,,35.149,-90.0516,Shelby
332,Loblesville,Tennessee,2002,35.7720103,-87.7839129,Perry
333,Linden,Tennessee,1950,35.6173,-87.8395,Perry
334,Linden,Tennessee,,35.6173,-87.8395,Perry
335,Lewisburg,Tennessee,2003,35.4492,-86.7889,Marshall
336,Knoxville,Tennessee,1990,35.9604,-83.921,Knox
337,Knoxville,Tennessee,1982,35.9604,-83.921,Knox
338,Hendersonville,Tennessee,2017,36.3048,-86.62,Sumner
339,Dresden,Tennessee,1994,36.2915,-88.7081,Weakley
340,Covington,Tennessee,1997,35.5642,-89.6465,Tipton
341,Coffee County,Tennessee,1949,35.4576849,-86.0529604,Coffee
342,Cleveland,Tennessee,2003,35.1595,-84.8766,Bradley
343,Cleveland,Tennessee,1994,35.1595,-84.8766,Bradley
344,Cleveland,Tennessee,1978,35.1595,-84.8766,Bradley
345,Clarksville,Tennessee,2002,36.5286,-87.3099,Montgomery
346,Chattanooga,Tennessee,1998,35.0456,-85.3097,Hamilton
347,Chattanooga,Tennessee,1994,35.0456,-85.3097,Hamilton
348,Chattanooga,Tennessee,1978,35.0456,-85.3097,Hamilton
349,Chattanooga,Tennessee,,35.0456,-85.3097,Hamilton
350,Charlotte,Tennessee,,36.1773,-87.3397,Dickson
351,Brownsville,Tennessee,1969,35.594,-89.2623,Haywood
352,Bells,Tennessee,1980,35.7112,-89.0876,Crockett
353,Antioch,Tennessee,2016,36.0601,-86.6722,Davidson
354,Tripp,South Dakota,2005,43.2255,-97.9659,Hutchinson
355,Sioux Falls,South Dakota,1984,43.55,-96.7003,Minnehaha
356,Mitchell,South Dakota,2001,43.7095,-98.0254,Davison
357,Brookings,South Dakota,1949,44.3115,-96.7984,Brookings
358,Britton,South Dakota,1956,45.7916,-97.7509,Marshall
359,Williamsburg County,South Carolina,1984,33.6293606,-79.6502105,Williamsburg
360,Walterboro,South Carolina,1972,32.9052,-80.6668,Colleton
361,Union,South Carolina,1972,34.7152,-81.6237,Union
362,Sumter,South Carolina,1992,33.9204,-80.3415,Sumter
363,Ritter,South Carolina,1991,32.7896202,-80.6303822,Colleton
364,Ritter,South Carolina,,32.7896202,-80.6303822,Colleton
365,Plymouth,South Carolina,1981,32.7888717,-79.9911476,Charleston
366,Orangeburg,South Carolina,2000,33.4918,-80.8556,Orangeburg
367,Orangeburg,South Carolina,1999,33.4918,-80.8556,Orangeburg
368,Newberry,South Carolina,2011,34.2753,-81.6189,Newberry
369,Newberry,South Carolina,1975,34.2753,-81.6189,Newberry
370,Myrtle Beach,South Carolina,2008,33.6956,-78.89,Horry
371,Mauldin,South Carolina,1996,34.7787,-82.3101,Greenville
372,Marion,South Carolina,2006,34.1782,-79.4006,Marion
373,Hopkins,South Carolina,1992,33.81,-80.15,Clarendon
374,Greenville,South Carolina,1999,34.8514,-82.3985,Greenville
375,Greenville,South Carolina,1989,34.8514,-82.3985,Greenville
376,Greenville,South Carolina,1979,34.8514,-82.3985,Greenville
377,Greenville,South Carolina,1976,34.8514,-82.3985,Greenville
378,Columbia,South Carolina,1998,34.0007,-81.0343,Richland
379,Columbia,South Carolina,1997,34.0007,-81.0343,Richland
380,Columbia,South Carolina,1986,34.0007,-81.0343,Richland
381,Columbia,South Carolina,1985,34.0007,-81.0343,Richland
382,Columbia,South Carolina,1975,34.0007,-81.0343,Richland
383,Columbia,South Carolina,,34.0007,-81.0343,Richland
384,Charleston,South Carolina,2013,32.7876,-79.9403,Charleston
385,Charleston,South Carolina,2006,32.7876,-79.9403,Charleston
386,Charleston,South Carolina,2002,32.7876,-79.9403,Charleston
387,Charleston,South Carolina,2000,32.7876,-79.9403,Charleston
388,Beaufort,South Carolina,1992,32.4316,-80.6698,Beaufort
389,Anderson,South Carolina,1982,34.5069,-82.6506,Anderson
390,West Warwick,Rhode Island,1989,41.7064,-71.5237,Kent
391,Providence,Rhode Island,2014,41.824,-71.4128,Providence
392,Providence,Rhode Island,1978,41.824,-71.4128,Providence
393,Providence,Rhode Island,1975,41.824,-71.4128,Providence
394,Providence,Rhode Island,,41.824,-71.4128,Providence
395,North Providence,Rhode Island,1974,41.8501,-71.4662,Providence
396,Wynnewood,Pennsylvania,2010,40.0029,-75.2707,Montgomery
397,Wilkinsburg,Pennsylvania,1953,40.4417,-79.882,Allegheny
398,Wilkes-Barre,Pennsylvania,1996,41.2459,-75.8813,Luzerne
399,West Mifflin,Pennsylvania,1954,40.3634,-79.8664,Allegheny
400,West Chester,Pennsylvania,1984,39.9597,-75.606,Chester
401,Uniontown,Pennsylvania,1975,39.9001,-79.7164,Fayette
402,Uniontown,Pennsylvania,1969,39.9001,-79.7164,Fayette
403,Swissvale,Pennsylvania,1954,40.4237,-79.8828,Allegheny
404,Sharon,Pennsylvania,1967,41.2331,-80.4934,Mercer
405,Sharon,Pennsylvania,1966,41.2331,-80.4934,Mercer
406,Sewickley,Pennsylvania,1977,40.5365,-80.1845,Allegheny
407,Reading,Pennsylvania,1996,40.3353,-75.9279,Berks
408,Reading,Pennsylvania,1995,40.3353,-75.9279,Berks
409,Pottstown,Pennsylvania,1956,40.2453,-75.6496,Montgomery
410,Portage,Pennsylvania,1963,40.3887,-78.6722,Cambria
411,Plymouth,Pennsylvania,1951,41.2404,-75.9446,Luzerne
412,Pittsburgh,Pennsylvania,2010,40.4417,-79.9901,Allegheny
413,Pittsburgh,Pennsylvania,2004,40.4417,-79.9901,Allegheny
414,Pittsburgh,Pennsylvania,1999,40.4417,-79.9901,Allegheny
415,Pittsburgh,Pennsylvania,1988,40.4417,-79.9901,Allegheny
416,Pittsburgh,Pennsylvania,1979,40.4417,-79.9901,Allegheny
417,Pittsburgh,Pennsylvania,1976,40.4417,-79.9901,Allegheny
418,Pittsburgh,Pennsylvania,1975,40.4417,-79.9901,Allegheny
419,Pittsburgh,Pennsylvania,1972,40.4417,-79.9901,Allegheny
420,Pittsburgh,Pennsylvania,1971,40.4417,-79.9901,Allegheny
421,Pittsburgh,Pennsylvania,,40.4417,-79.9901,Allegheny
422,Philadelphia,Pennsylvania,2014,40.0115,-75.1327,Philadelphia
423,Philadelphia,Pennsylvania,2013,40.0115,-75.1327,Philadelphia
424,Philadelphia,Pennsylvania,2011,40.0115,-75.1327,Philadelphia
425,Philadelphia,Pennsylvania,2009,40.0115,-75.1327,Philadelphia
426,Philadelphia,Pennsylvania,2007,40.0115,-75.1327,Philadelphia
427,Philadelphia,Pennsylvania,2006,40.0115,-75.1327,Philadelphia
428,Philadelphia,Pennsylvania,2003,40.0115,-75.1327,Philadelphia
429,Philadelphia,Pennsylvania,2002,40.0115,-75.1327,Philadelphia
430,Philadelphia,Pennsylvania,2001,40.0115,-75.1327,Philadelphia
431,Philadelphia,Pennsylvania,2000,40.0115,-75.1327,Philadelphia
432,Philadelphia,Pennsylvania,1999,40.0115,-75.1327,Philadelphia
433,Philadelphia,Pennsylvania,1998,40.0115,-75.1327,Philadelphia
434,Philadelphia,Pennsylvania,1997,40.0115,-75.1327,Philadelphia
